URL,Category,Series,Prod_Name,Prod_ID,Short_Description,Long_Descriptio,Features & Benefits,Specifications,Product Details,Documents
https://www.heil-hvac.com/en/us/products/fan-coils/fvm4x/,Fan Coils,Standard,QuietComfort® Fan Coil,FVM4X,"Reducing energy use with your air conditioner or heat pump is probably something you won’t mind hearing. Our variable-speed fan coil can move the air through your home more efficiently and may lead to a boost in SEER rating  (cooling efficiency) on some systems. Savor enhanced comfort levels with temperature and humidity control , even when temperatures are smoldering.",,Variable-speed blower that can quietly deliver more even levels of temperature and enhanced humidity control|Efficiency-optimizing Thermostatic Expansion Valve (TXV) |Compatible with two-stage outdoor units|Corrosion-resistant all-aluminum coil|Convenient washable filter|Air purifier and dehumidifier compatible|Fully insulated cabinet|Corrosion-free sloped drain pan design helps reduce mold and bacteria buildup|10-year parts limited warranty*|10-year No Hassle Replacement™ limited warranty,,"{'Fan Speed': 'Variable-Speed Fan', 'No Hassle ReplacementTM Limited Warranty': 'No Hassle Replacement™ Limited Warranty', 'Operation': 'Two-Stage Compatible'}",
https://www.heil-hvac.com/en/us/products/heat-pumps/ion-16-two-stage-heat-pump-ch6/,Heat Pumps,Premium,Ion™ 16 Two-Stage Heat Pump,HCH6,"Now you can get high-efficiency comfort from one powerful unit with our electric heat pump that gets up to a 17.5 SEER cooling rating. It delivers reliable heating and cooling using a two-stage scroll compressor that operates mostly in a quieter, more efficient low stage. Combine it with a compatible gas furnace and thermostat for greater dual fuel heating energy and cost savings in colder climates. You can also enjoy the convenience of remote access and the assurance of best levels of performance and comfort management when you pair it with a complete communicating system, including the energy-smart Ion System Control with Wi-Fi® capability.",,,"High-efficiency two-stage scroll compressor|Single-speed fan motor|Advanced electronic control quietly switches between heating, cooling and defrost modes|System protecting highand low-pressure switches and filter drier|Durable, protective tight wire grille panels allow easy coil cleaning; corner posts for extra strength and style|High-gloss, baked-on powder coat finish over galvanized steel|Sound-reducing features: soft-mounted compressor, high performance acoustic-absorbing compressor blanket, and Quiet Shift defrost|Compatible control: Ion System Control installed as part of a complete communicating system for full function and efficiency capability, Wi-Fi| remote access convenience, and intelligent diagnostics|Non-ozone depleting R-410A refrigerant|Cooling capacity: 2–5 tons","{'Efficiency Rating': 'Up to 17.5 SEER cooling / 13.5 EER cooling', 'Sound level': 'As low as 68 decibels', 'Communicating Capability': 'Wi-Fi® enabled remote access with the Ion™ System Control', 'No Hassle ReplacementTM Limited Warranty': '10-Year No Hassle Replacement™ Limited Warranty+', 'Parts Warranty': '10-Year Parts Limited Warranty±', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency', 'Fan Motor': 'Single-speed fan motor', 'Compressor': 'Two-stage compressor for improved temperature and summer humidity control', 'Cooling capacity': '2-5 tons', 'Refrigerant': 'Non-ozone depleting R-410A'}",
https://www.heil-hvac.com/en/us/products/spp/performance-14-packaged-air-conditioner-unit/,Packaged Products,Value,Performance 14 Packaged Air Conditioner Unit,PAD4,"Muggy, hot weather is no problem with our efficient packaged air conditioner. The multi-speed blower motor quietly delivers better home cooling comfort and helps keep humidity in check.",,Quiet performance (as low as 73 decibels)*|Multi-speed blower motor for improved temperature and humidity control|Built to withstand bad weather and debris|Designed for lasting performance|10-Year Parts Limited Warranty,"Efficient single-stage scroll compressor|Efficient multi-speed ECM blower motor|System protecting highand low-pressure switches|Wire grille and raised coil design for protection against weather and debris|Sound reducing features: vibration-reducing top panel sound, soft mount compressor and blower motor|Compatible with humidity sensing thermostats|Rooftop or ground level installation|Cooling capacity: 2–5 tons","{'Efficiency': '14 SEER', 'EER': '12 EER', 'Sound level': 'As low as 73 decibels'}",
https://www.heil-hvac.com/en/us/products/fan-coils/fxm4x/,Fan Coils,Standard,QuietComfort® Fan Coil,FXM4X,Comfort has met its match when our multi-speed fan coil is added to your outdoor unit. It delivers consistent airflow for more even temperatures and could boost your SEER rating  (cooling efficiency) in some systems. It is designed for lasting performance and quiet operation for comfort with no worries.,,Multi-speed fan blower that can quietly deliver more even levels of temperature control|Efficiency-optimizing Thermostatic Expansion Valve (TXV) |Corrosion-resistant all-aluminum coil|Convenient washable filter|Fully insulated cabinet|Corrosion-free sloped drain pan design helps reduce mold and bacteria buildup|10-year parts limited warranty*|5-year No Hassle Replacement™ limited warranty+,,"{'Fan Speed': 'Multi-Speed Fan', 'Communicating Capability': 'Wi-Fi® enabled remote access with the Ion™ System Control', 'No Hassle ReplacementTM Limited Warranty': 'No Hassle Replacement™ Limited Warranty'}",
https://www.heil-hvac.com/en/us/products/spp/performance-14-packaged-narrow-lot-heat-pump/,Packaged Products,Value,Performance 14 Packaged Narrow Lot Heat Pump,PHJ4,You get the efficiency you want with our affordable packaged heating and cooling heat pump made for ground level installation on narrow lots. It features an efficient blower motor and a hail guard grill for added protection.,,Quiet performance (as low as 73 decibels)*|Durably built to withstand bad weather and debris|Designed for lasting performance|Sized smaller for narrow lot installations|10-Year Parts Limited Warranty,"Efficient single-stage scroll compressor|Efficient fixed-speed blower motor|Advanced electronic control quietly switches between heating, cooling and defrost modes|System protecting highand low-pressure switches|Louvered hail guard and raised coil design for protection against weather and debris|Compatible thermostat: heat/cool|Sound reducing features: soft mounted compressor and blower motor|Ground level narrow lot installation|Cooling/heating capacity: 2–5 tons","{'Efficiency': '14.5 SEER', 'EER': '11.5 EER', 'Heating Efficiency': '8.0 HSPF', 'Sound level': 'As low as 73 decibels'}",
https://www.heil-hvac.com/en/us/products/spp/performance-14-packaged-gas-furnace-air-conditioner-combination/,Packaged Products,Value,Performance 14 Packaged Gas Furnace/Air Conditioner Combination,PGD4,Enjoy enhanced comfort with our efficient packaged gas furnace and electric air conditioner product that delivers reliable temperatures every season and reduced humidity during the hot months.,,Quiet performance (as low as 73 decibels)*|Multi-speed blower motor for improved temperature and humidity control|Built to withstand bad weather and debris|Designed for lasting performance|Ultra-Low NOx models available for California|10-Year Parts Limited Warranty|15-Year Heat Exchanger Limited Warranty,"Efficient single-stage scroll compressor|Efficient multi-speed ECM blower motor|Single-stage gas valve|Aluminized steel heat exchanger|Reliable, direct spark gas ignition|System protecting highand low-pressure switches|Wire grille and raised coil design for protection against weather and debris|Sound reducing features: vibration-reducing top panel, soft mounted compressor and blower motor|Compatible thermostat: heat/cool with humidity sensing|Rooftop or ground level installation|Cooling capacity: 2–5 tons|Heating capacity: 40,000–130,000 BTUh","{'Efficiency': '14 SEER', 'EER': '12 EER', 'AFUE Efficiency': '81% AFUE', 'Sound level': 'As low as 73 decibels', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency'}",
https://www.heil-hvac.com/en/us/products/spp/performance-14-packaged-heat-pump/,Packaged Products,Value,Performance 14 Packaged Heat Pump,PHD4,"Muggy, hot weather is no problem with our efficient packaged air conditioner. The multi-speed blower motor quietly delivers better home cooling comfort and helps keep humidity in check.",,Quiet performance (as low as 73 decibels)|Multi-speed blower motor for better temperature and humidity control|Built to withstand bad weather and debris|Designed for lasting performance|10-Year Parts Limited Warranty,"Efficient single-stage scroll compressor|Efficient multi-speed ECM blower motor|Advanced electronic control quietly switches between heating, cooling and defrost modes|System protecting highand low-pressure switches|Wire grille and raised coil design for protection against weather and debris|Sound reducing features: vibration-reducing top panel, soft mounted compressor and blower motor, and Quiet Shift defrost|Compatible thermostat: heat/cool with humidity sensing|Rooftop or ground level installation|Cooling/heating capacity: 2–5 tons","{'Efficiency': '14.5 SEER', 'EER': '11.5 EER', 'Heating Efficiency': '8.0 HSPF', 'Sound level': 'As low as 73 decibels', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency'}",
https://www.heil-hvac.com/en/us/products/spp/performance-14-gas-furnace-heat-pump-combination/,Packaged Products,Value,Performance 14 Gas Furnace/Heat Pump Combination,PDD4,You choose your comfort level with our budget-friendly all-in-one dual fuel packaged product. It maximizes your home’s efficiency with an electric heating and cooling heat pump that you can switch over to its high-performing natural gas furnace heat when the mercury drops.,,Dual fuel energy-wise capable with the option to automatically switch between gas or electric heating for best savings|Quiet performance (as low as 73 decibels)*|Multi-speed blower motor for improved temperature and humidity control|Built to withstand bad weather and debris|Designed for lasting performance|10-Year Parts Limited Warranty|15-Year Heat Exchanger Limited Warranty,"Efficient single-stage scroll compressor|Efficient multi-speed ECM blower motor|Single-stage gas valve|Advanced electronic control quietly switches between heating, cooling and defrost modes|Wire grille and raised coil design for protection against weather and debris|Aluminized steel heat exchanger|Reliable, direct spark ignition|System protecting highand low-pressure switches|Sound reducing features: vibration-reducing top panel, soft mounted compressor and blower motor, and Quiet Shift defrost|Compatible thermostat: dual fuel with humidity sensing|Rooftop or ground level installation|Cooling capacity: 2–5 tons|Heating capacity: 40,000–130,000 BTUh","{'Efficiency': 'Up to 14.5 SEER', 'EER': '12 EER', 'AFUE Efficiency': '81% AFUE', 'Heating Efficiency': '8.0 HSPF', 'Sound level': 'As low as 73 decibels', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency'}",
https://www.heil-hvac.com/en/us/products/spp/14-packaged-gas-furnace-air-conditioner-combination/,Packaged Products,Standard,QuietComfort® 14 Packaged Gas Furnace/Air Conditioner Combination,PGS4,"Now you can enjoy optimum comfort with our efficient packaged gas furnace and electric air conditioner product that delivers reliable temperatures every season and reduced humidity during the hot months. It is ENERGY STAR® qualified, which means efficient year-round comfort.",,Quiet performance (as low as 73 decibels)*|Multi-speed blower motor for improved temperature and humidity control|Durably built to withstand weather and debris|Designed for corrosion resistance and lasting performance|Ultra-Low NOx models available for California|3-Year No Hassle Replacement™ Limited Warranty|10-Year Parts Limited Warranty|Lifetime Heat Exchanger Limited Warranty,"Efficient single-stage scroll compressor |Efficient multi-speed ECM blower motor|Single-stage gas valve|Corrosion-resistant stainless steel heat exchanger |Reliable, direct spark gas ignition|System protecting highand low-pressure switches|Wire hail guard grille and raised coil design for protection against weather and debris|Corrosion-resistant tin-plated copper evaporator coil tubing|Sound reducing features: vibration-reducing top panel, soft mounted compressor and blower motor |Compatible thermostat: heat/cool with humidity sensing |Rooftop or ground level installation|Cooling capacity: 2–5 tons|Heating capacity: 40,000–130,000 BTUh","{'Efficiency': '14 SEER', 'EER': '12 EER', 'AFUE Efficiency': '81% AFUE', 'Sound level': 'As low as 73 decibels', 'No Hassle ReplacementTM Limited Warranty': '3-Year No Hassle Replacement™ Limited Warranty', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency'}",
https://www.heil-hvac.com/en/us/products/fan-coils/fcm4x/,Fan Coils,Premium,Ion™ System Variable-Speed Fan Coil,FCM4X,"Get increased comfort and efficiency with our variable-speed communicating fan coil. It can help your system operate more efficiently by creating more consistent airflow throughout your home, helping gain SEER and HSPF rating points for some systems. Enjoy enhanced comfort levels with more even indoor temperatures all year long. And when temperatures are smoldering outside, you can feel a little cooler inside as well with better humidity control capabilities. Create a complete communicating system for even more control when you pair it with the Ion™ System Control with Wi-Fi® capability and communicating outdoor unit.",,Communicating variable-speed fan blower that can quietly deliver more even levels of temperature and enhanced humidity control|Efficiency-optimizing Thermostatic Expansion Valve (TXV) |Compatible with two-stage outdoor units|Enhanced heat pump heating comfort with higher temperature delivery|Corrosion-resistant all-aluminum coil|Convenient washable filter|Air purifier and dehumidifier compatible|Fully insulated cabinet|Corrosion-free sloped drain pan design helps reduce mold and bacteria buildup|10-year parts limited warranty*|10-year No Hassle Replacement™ limited warranty,,"{'Fan Speed': 'Variable-Speed Fan', 'Communicating Capability': 'Wi-Fi® enabled remote access with the Ion™ System Control', 'Operation': 'Two-Stage Compatible', 'No Hassle ReplacementTM Limited Warranty': 'No Hassle Replacement™ Limited Warranty'}",
https://www.heil-hvac.com/en/us/products/spp/quietcomfort--14-packaged-air-conditioner/,Packaged Products,Standard,QuietComfort® 14 Packaged Air Conditioner,PAD4,Hot and humid weather is no match for our efficient packaged air conditioner that features a single-stage compressor and multi-stage blower motor for better temperature control and reduced humidity. The high-efficiency blower motor quietly delivers better cooling comfort while saving you on energy costs.,,Quiet performance (as low as 73 decibels)*|Multi-speed blower motor for improved temperature and humidity control|Durably built to withstand bad weather and debris|Designed for corrosion resistance and lasting performance|3-Year No Hassle Replacement™ Limited Warranty|10-Year Parts Limited Warranty,"Efficient single-stage scroll compressor|Efficient multi-speed ECM blower motor|System protecting highand low-pressure switches|Wire hail guard grille and raised coil design for protection against weather and debris|Corrosion-resistant tin-plated copper evaporator coil tubing|Sound reducing features: vibration-reducing top panel, soft mount compressor and blower motor|Compatible with humidity sensing thermostats|Rooftop or ground level installation|Cooling capacity: 2–5 tons","{'Efficiency': '14 SEER', 'EER': '11.5 EER', 'Sound level': 'As low as 73 decibels', 'No Hassle ReplacementTM Limited Warranty': '3-Year No Hassle Replacement™ Limited Warranty', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency'}",
https://www.heil-hvac.com/en/us/products/spp/quietcomfort--16-packaged-gas-furnace-air-conditioner-combination/,Packaged Products,Standard,QuietComfort® 16 Packaged Gas Furnace-Air Conditioner Combination,PGR5,"Enjoy comfort in every season with our highest efficiency packaged gas furnace and air conditioning product. It delivers reliable two-stage heating and two-stage cooling in one product, providing consistent temperatures and reduced humidity during the hot months. It is ENERGY STAR® qualified, which means efficient year-round comfort.",,Quiet performance (as low as 72 decibels)*|Two-stage heating and cooling with multi-speed blower motor for the best temperature control and comfort|Blower and compressor work together for our best cooling dehumidification|Durably built to withstand bad weather and debris|Designed for corrosion resistance and lasting performance|5-Year No Hassle Replacement™ Limited Warranty|10-Year Parts Limited Warranty|Lifetime Heat Exchanger Limited Warranty,"High-efficiency two-stage scroll compressor |Efficient multi-speed ECM blower motor|Energy-saving two-stage gas valve|Corrosion-resistant stainless steel heat exchanger |Reliable, direct spark gas ignition|System protecting highand low-pressure switches|Wire hail guard grille and raised coil design for protection against weather and debris|Corrosion-resistant tin-plated copper evaporator coil tubing|Sound-reducing features: vibration-reducing top panel, soft mounted compressor and blower motor |Compatible thermostat: two-stage heat/cool with humidity sensing |Rooftop or ground level installation |Cooling capacity: 2–5 tons|Heating capacity: 40,000–130,000 BTUh","{'Efficiency': 'Up to 16.0 SEER', 'EER': '12.5 EER', 'AFUE Efficiency': '81% AFUE', 'Sound level': 'As low as 72 decibels', 'No Hassle ReplacementTM Limited Warranty': '5-Year No Hassle Replacement™ Limited Warranty', 'Operation': 'Two-Stage Operation', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency'}",
https://www.heil-hvac.com/en/us/products/spp/14-gas-furnace-heat-pump-combination/,Packaged Products,Standard,QuietComfort® 14 Gas Furnace/Heat Pump Combination,PDS4,You choose your best efficiency with our all-in-one packaged product that combines the top performance features of a gas furnace and an electric heat pump. It allows you to maximize comfort with energy-efficient electric heating and cooling that you can switch to high-performing natural gas heating when the mercury drops.,,Dual fuel energy-wise capable with the option to automatically switch between gas or electric heating for best savings|Quiet performance (as low as 73 decibels)*|Multi-speed blower motor for improved temperature and humidity control|Durably built to withstand bad weather and debris|Designed for corrosion resistance and lasting performance|3-Year No Hassle Replacement™ Limited Warranty|10-Year Parts Limited Warranty|Lifetime Heat Exchanger Limited Warranty,"Efficient single-stage scroll compressor|Efficient multi-speed ECM blower motor|Single-stage gas valve|Advanced electronic control quietly switches between heating, cooling and defrost modes|Wire hail guard grille and raised coil design for protection against weather and debris|Corrosion-resistant tin-plated copper evaporator coil tubing|Corrosion-resistant stainless steel heat exchanger|Reliable, direct spark gas ignition|System protecting highand low-pressure switches|Sound-reducing features: vibration-reducing top panel, soft mounted compressor and blower motor, and Quiet Shift defrost|Compatible thermostat: dual fuel with humidity sensing |Rooftop or ground-level installation|Cooling capacity: 2–5 tons|Heating capacity: 40,000–130,000 BTUh","{'Efficiency': '14.5 SEER', 'EER': '12 EER', 'AFUE Efficiency': '81% AFUE', 'Heating Efficiency': '8.0 HSPF', 'Sound level': 'As low as 73 decibels', 'No Hassle ReplacementTM Limited Warranty': '3-Year No Hassle Replacement™ Limited Warranty', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency'}",
https://www.heil-hvac.com/en/us/products/spp/quietcomfort--16-packaged-air-conditioner/,Packaged Products,Standard,QuietComfort® 16 Packaged Air Conditioner,PAR5,Now you can beat the heat with our highest efficiency packaged air conditioner. Its two-stage scroll compressor and multi-speed blower motor quietly deliver the best in home cooling comfort through better dehumidification and temperature control.,,Quiet performance (as low as 72 decibels)*|Two-stage cooling with multi-speed blower motor for the best temperature control and comfort|Blower motor and compressor work together for our best cooling dehumidification|Durably built to withstand bad weather and debris|Designed for corrosion resistance and lasting performance|5-Year No Hassle Replacement™ Limited Warranty|10-Year Parts Limited Warranty,"High-efficiency two-stage scroll compressor |Efficient multi-speed ECM blower motor|System protecting highand low-pressure switches|Wire hail guard grille and raised coil design for protection against weather and debris|Corrosion-resistant tin-plated copper evaporator coil tubing|Sound-reducing features: vibration-reducing top panel, soft mounted compressor and blower motor|Compatible thermostat: two-stage with humidity sensing |Rooftop or ground level installation|Cooling capacity: 2–5 tons","{'Efficiency': 'Up to 16.0 SEER', 'EER': '12.5 EER', 'Sound level': 'As low as 72 decibels', 'No Hassle ReplacementTM Limited Warranty': '5-Year No Hassle Replacement™ Limited Warranty', 'Operation': 'Two-Stage Operation', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency'}",
https://www.heil-hvac.com/en/us/products/spp/quietcomfort--15-packaged-heat-pump/,Packaged Products,Standard,QuietComfort® 15 Packaged Heat Pump,PHR5,"Now you can enjoy comfort in any season with our highest-efficiency packaged electric heating and cooling heat pump. It features a two-stage scroll compressor and a multi-speed blower motor to quietly optimize home temperature control and reduce humidity. It’s ENERGY STAR® qualified, which means efficient, year-round comfort.",,Quiet performance (as low as 68 decibels)*|Two-stage heating and cooling with multi-speed blower motor for the best temperature control and comfort|Blower and compressor work together for our best cooling dehumidification|Durably built to withstand bad weather and debris|Designed for corrosion resistance and lasting performance|5-Year No Hassle Replacement™ Limited Warranty|10-Year Parts Limited Warranty|Optional- Exceptional dehumidification for enhanced humidity control,"High-efficiency two-stage scroll compressor|Efficient multi-speed ECM blower motor|Advanced electronic control quietly switches between heating, cooling and defrost modes|System protecting highand low-pressure switches|Wire hail guard grille and raised coil design for protection against weather and debris|Corrosion-resistant tin-plated copper evaporator coil tubing|Sound-reducing features: vibration-reducing top panel, soft mounted compressor and blower motor, and Quiet Shift defrost|Compatible thermostat: two-stage heat/cool with humidity sensing |Rooftop or ground level installation|Cooling/heating capacity: 2–5 tons","{'Efficiency': 'Up to 15.5 SEER', 'EER': '12.5 EER', 'Heating Efficiency': '8.5 HSPF', 'Sound level': 'As low as 68 decibels', 'No Hassle ReplacementTM Limited Warranty': '5-Year No Hassle Replacement™ Limited Warranty', 'Operation': 'Two-Stage Operation', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency'}",
https://www.heil-hvac.com/en/us/products/spp/14-packaged-heat-pump/,Packaged Products,Standard,QuietComfort® 14 Packaged Heat Pump,PHD4,You can enjoy comfort every season with our efficient packaged electric heating and cooling heat pump. It features a single-stage compressor and multi-speed blower for even temperature control and reduced humidity in the warm seasons to quietly deliver better comfort.,,Quiet performance (as low as 73 decibels)*|Multi-speed blower motor for improved temperature and humidity control|Durably built to withstand bad weather and debris|Designed for corrosion resistance and lasting performance|3-Year No Hassle Replacement™ Limited Warranty|10-Year Parts Limited Warranty,"Efficient single-stage scroll compressor|Efficient multi-speed ECM blower motor|Advanced electronic control switches quietly between heating, cooling and defrost modes |System protecting highand low-pressure switches|Wire hail guard grille and raised coil design for protection against weather and debris|Corrosion-resistant tin-plated copper evaporator coil tubing|Sound reducing features: vibration-reducing top panel, soft mounted compressor and blower motor, and Quiet Shift defrost|Compatible thermostat: heat/cool and humidity sensing|Rooftop or ground level installation|Cooling/heating capacity: 2–5 tons","{'Efficiency': '14 SEER', 'EER': '12 EER', 'Heating Efficiency': '8.0 HSPF', 'Sound level': 'As low as 73 decibels', 'No Hassle ReplacementTM Limited Warranty': '3-Year No Hassle Replacement™ Limited Warranty', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency'}",
https://www.heil-hvac.com/en/us/products/air-conditioners/performance-16-central-air-conditioner/,Air Conditioners,Value,Performance 16 Central Air Conditioner,N4A6,You don't need to feel the strain of hot weather on your budget when you can have ENERGY STAR® qualified performance from a price-friendly unit. This single-stage air conditioner will provide years of reliable performance and help you keep the heat and humidity at bay all summer long.,"{'Single-stage compressor': 'Single-stage compressor operation', 'Single-speed fan': 'Single-speed fan motor', 'Weather and debris protection': 'Durably built with tight wire grille and protective corner posts to withstand bad weather and debris', 'Durable design for lasting performance': 'Designed for corrosion resistance and lasting performance'}",Quiet performance (as low as 70 decibels)*|Single-stage compressor operation|Durably built to withstand bad weather and debris|Designed for corrosion resistance and lasting performance|10-Year Parts Limited Warranty,"Efficient, single-stage scroll compressor |Single-speed fan motor|System protecting filter drier|Durable, protective tight wire grille panels allow easy coil cleaning|High-gloss, baked-on powder coat finish over galvanized steel|Compatible with most cooling thermostats|Non-ozone depleting R-410A refrigerant|Cooling capacity: 1.5–5 tons","{'Efficiency Rating': 'Up to 17 SEER cooling / Up to 13 EER cooling', 'Sound level': 'As low as 70 decibels', 'Parts Warranty': '10-Year Parts Limited Warranty±', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency', 'Fan Motor': 'Single-speed fan motor', 'Compressor': 'Single-stage compressor operation', 'Cooling capacity': '1.5–5 tons', 'Refrigerant': 'Non-ozone depleting R-410A'}",
https://www.heil-hvac.com/en/us/products/air-conditioners/performance-17-central-air-conditioner/,Air Conditioners,Value,Performance 17 Central Air Conditioner,N4A7,"Who says you can't have premium comfort on a bargain budget? This cost-efficient air conditioner beats the summer heat with longer cooling cycles to keep temperatures even throughout the house and summer humidity at a minimum. And when temperatures soar, it kicks into high gear to keep you from working up a sweat. With up to 17 SEER cooling efficiency it can put your electric bill on ice as well.","{'Two-stage compressor': 'Two-stage compressor for improved temperature and summer humidity control', 'Two-speed fan': 'Two-speed fan works with compressor for better levels of quiet, efficient operation', 'Weather and debris protection': 'Durably built with tight wire grille and protective corner posts to withstand bad weather and debris', 'Durable design for lasting performance': 'Designed for corrosion resistance and lasting performance'}","Quiet performance (| 71 decibels)|Two-stage compressor for improved temperature and summer humidity control|Two-speed fan works with compressor for better levels of quiet, efficient operation|Durably built to withstand bad weather and debris|Designed for corrosion resistance and lasting performance|10-Year Parts Limited Warranty","High-efficiency two-stage scroll compressor|Efficient two-speed fan motor|System protecting filter drier|Durable, protective tight wire grille panels allow easy coil cleaning|High-gloss, baked-on powder coat finish over galvanized steel|Compatible with most cooling thermostats|Non-ozone depleting R-410A refrigerant|Cooling capacity: 2–5 tons","{'Efficiency Rating': 'Up to 17 SEER cooling / Up to 13 EER cooling', 'Sound level': 'As low as 71 decibels', 'Communicating Capability': 'Wi-Fi® enabled remote access with the Ion™ System Control', 'Parts Warranty': '10-Year Parts Limited Warranty±', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency', 'Fan Motor': 'Two-speed fan works with compressor for better levels of quiet, efficient operation', 'Compressor': 'Two-stage compressor for improved temperature and summer humidity control', 'Cooling capacity': '2–5 tons', 'Refrigerant': 'Non-ozone depleting R-410A'}",
https://www.heil-hvac.com/en/us/products/air-conditioners/ion-16-central-air-conditioner-sa6/,Air Conditioners,Premium,Ion™ 16 Central Air Conditioner,HSA6,"Come in from the heat with our high efficiency air conditioner with a single-stage compressor that quietly delivers cool comfort and reduced humidity. Pair it with a complete Ion communicating system, including the Ion System Control with Wi-Fi® capability, for the convenience of remote access along with improved energy-saving performance and comfort management.","{'Single-stage compressor': 'Single-stage compressor operation', 'Single-speed fan': 'Single-speed fan motor', 'Weather and debris protection': 'Durably built with tight wire grille and protective corner posts to withstand bad weather and debris', 'Durable design for lasting performance': 'Designed for corrosion resistance and lasting performance'}",Quiet performance (as low as 69 decibels)*|Single-stage compressor operation|Durably built with tight wire grille and protective corner posts to withstand bad weather and debris|Designed for corrosion resistance and lasting performance|Wi-Fi® enabled remote access with the Ion System Control|5-Year No Hassle Replacement™ Limited Warranty|10-Year Parts Limited Warranty,"Efficient, single-stage scroll compressor |Single-speed fan motor|System protecting filter drier|Durable, protective tight wire grille panels allow easy coil cleaning; corner posts for extra strength and style|High-gloss, baked-on powder coat finish over galvanized steel|Sound-reducing features: soft-mounted compressor, and acoustic-absorbing compressor blanket|Compatible control: Ion System Control installed as part of a complete  communicating system for full function and efficiency capability, Wi-Fi® remote access convenience, and intelligent diagnostics |Non-ozone depleting R-410A refrigerant|Cooling capacity: 1.5–5 tons","{'Efficiency Rating': 'Up to 16.0 SEER cooling / 12.2 EER cooling', 'Sound level': 'As low as 69 decibels', 'Communicating Capability': 'Wi-Fi® enabled remote access with the Ion™ System Control', 'No Hassle ReplacementTM Limited Warranty': '5-Year No Hassle Replacement™ Limited Warranty+', 'Parts Warranty': '10-Year Parts Limited Warranty±', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency', 'Fan Motor': 'Single-speed operation', 'Compressor': 'Single-stage compressor operation', 'Cooling capacity': '1.5–5 tons', 'Refrigerant': 'Non-ozone depleting R-410A'}",
