URL,Category,Subcategory,Prod_Name,Prod_ID,Brand,Specifications,Videos,FeaturesAndBenefits,Images
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Replacement-Blades/8377c38f-a038-472e-a485-32ae18cd1f00_STANLEY%c2%ae-Roofing-Hook-Utility-Blades/11-939A_STANLEY%c2%ae-Roofing-Hook-Utility-Blades-with-Dispenser-%e2%80%93-70-Pack/,Cutting Tools,Replacement Blades,STANLEY® Roofing Hook Utility Blades with Dispenser – 70 Pack,11-939A,Stanley,"{'Blade Thickness [in]': '0.032', 'Blade Length [in]': '1-7/8', 'Style': 'Hook', 'Material': 'High Carbon Steel', 'Number of Blades': '70'}",,"Edge is engineered to withstand the rigors of cutting today’s heavier and thicker roofing materials.|75% stronger than Stanley® 11-983 Hook Blade, resulting in fewer blade changes.|Cuts roofing shingles, felt paper, Tyvek®, foam board, insulation, shingles and other building materials.|Designed for use in fixed blade knives only.|“ROOF” callout is laser etched on blade to prevent accidental mixing with standard blades.|Blade made of high carbon steel.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-939A_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-939A_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-939A_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-939.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-939.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-939.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Replacement-Blades/b80534a3-29c4-446d-b3cf-4cd7a5438787_Stanley%c2%ae-Regular-Hook-Blades/11-961_STANLEY%c2%ae-Regular-Hook-Blades-%e2%80%93-5-Pack/,Cutting Tools,Replacement Blades,STANLEY® Regular Hook Blades – 5 Pack,11-961,Stanley,"{'Blade Thickness [in]': '0.024', 'Blade Length [in]': '2-1/16', 'Style': 'Hook', 'Material': 'High Carbon Steel', 'Number of Blades': '5', 'For use on': '10-789, 10-778, 10-788, 10-779, 10-499, 10-989, 10-707, 10-079, 10-179, 10-099, 10-175, 10-016, 10-780, 10-399, 10-705, 10-209, 10-299, 10-804, 10-189C, 10-855, 10-810, 10-813'}",,"Blade shape helps prevent damage to surface beneath the material being cut.|Blade is used for cutting and trimming roofing materials, linoleum, carpet, fabric and sheet materials.|Blade made of high carbon steel.|Fits most standard utility knives.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-961_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-961_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-961_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-961.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-961.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-961.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Replacement-Blades/bc2f2d89-2550-46c4-ab4f-ae915d7b1621_Stanley%c2%ae-Quick-Point%e2%84%a2-Snap-Off-Blades/11-301_STANLEY%c2%ae-Quick-Point%e2%84%a2-Snap-Off-Blades-18-mm-%e2%80%93-3-Pack/,Cutting Tools,Replacement Blades,STANLEY® Quick-Point™ Snap-Off Blades 18 mm – 3 Pack,11-301,Stanley,"{'Blade Thickness [in]': '0.020', 'Blade Length [in]': '4-1/4', 'Style': 'Snap-Off', 'Number of Points': '8', 'Material': 'High Carbon Steel', 'Number of Blades': '3'}",,"Blade made of high carbon steel.|Blade sections snap off providing fresh, sharp cutting points.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-301_02.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-301_02.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-301_02.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-301.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-301.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-301.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Replacement-Blades/bc2f2d89-2550-46c4-ab4f-ae915d7b1621_Stanley%c2%ae-Quick-Point%e2%84%a2-Snap-Off-Blades/11-301T_STANLEY%c2%ae-Quick-Point%e2%84%a2-Snap-Off-Blades-18-mm-with-Dispenser-%e2%80%93-10-Pack/,Cutting Tools,Replacement Blades,STANLEY® Quick-Point™ Snap-Off Blades 18 mm with Dispenser – 10 Pack,11-301T,Stanley,"{'Blade Thickness [in]': '0.020', 'Blade Length [in]': '4-1/4', 'Style': 'Snap-Off', 'Number of Points': '8', 'Material': 'High-Carbon Steel', 'Number of Blades': '10'}",,"Blade made of high-carbon steel.|Blade sections snap off providing fresh, sharp cutting points.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-301T.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-301T.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-301T.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Replacement-Blades/b80534a3-29c4-446d-b3cf-4cd7a5438787_Stanley%c2%ae-Regular-Hook-Blades/11-961A_STANLEY%c2%ae-Regular-Hook-Blades-with-Dispenser-%e2%80%93-100-Pack/,Cutting Tools,Replacement Blades,STANLEY® Regular Hook Blades with Dispenser – 100 Pack,11-961A,Stanley,"{'Blade Thickness [in]': '0.024', 'Blade Length [in]': '2-1/16', 'Style': 'Hook', 'Material': 'High Carbon Steel', 'Number of Blades': '100', 'For use on': '10-789, 10-778, 10-788, 10-779, 10-499, 10-989, 10-707, 10-079, 10-179, 10-099, 10-175, 10-016, 10-780, 10-399, 10-705, 10-209, 10-299, 10-804, 10-189C, 10-855, 10-810, 10-813'}",,"Blade shape helps prevent damage to surface beneath the material being cut.|Blade is used for cutting and trimming roofing materials, linoleum, carpet, fabric and sheet materials.|Blade made of high carbon steel.|Fits most standard utility knives.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-961A_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-961A_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-961A_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-961.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-961.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-961.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Replacement-Blades/0c4bf8f3-483c-4830-aa9e-bbff7466afb2_STANLEY%c2%ae-Carpet-Knife-Blades/11-525_STANLEY%c2%ae-Carpet-Knife-Blades-%e2%80%93-5-Pack/,Cutting Tools,Replacement Blades,STANLEY® Carpet Knife Blades – 5 Pack,11-525,Stanley,"{'Blade Thickness [in]': '0.015', 'Blade Length [in]': '2-1/4', 'Style': 'Standard', 'Material': 'High Carbon Steel', 'Number of Blades': '5'}",,High carbon steel blade with double cutting edge.|Fits STANLEY® and most other carpet knives.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-525.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-525.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-525.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Replacement-Blades/76d6bdb0-f282-4bfa-a545-5652408f4dcf_Stanley%c2%ae-Heavy-Duty-Quick-Point%e2%84%a2-Snap-Off-Blades/11-325_STANLEY%c2%ae-Heavy-Duty-Quick-Point%e2%84%a2-Snap-Off-Blades-25-mm-%e2%80%93-3-Pack/,Cutting Tools,Replacement Blades,STANLEY® Heavy-Duty Quick-Point™ Snap-Off Blades 25 mm – 3 Pack,11-325,Stanley,"{'Blade Thickness [in]': '0.027', 'Blade Length [in]': '5-7/16', 'Style': 'Snap-Off', 'Number of Points': '7', 'Material': 'High Carbon Steel', 'Number of Blades': '3', 'For use on': '10-425'}",,"Replacement blade for the Stanley® 1"" snap-off knife (10-425).|Fits most 25 mm snap-off blade knives.|Blade made of high carbon steel.|Blade sections snap-off providing fresh, sharp cutting points.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-325_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-325_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-325_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-325.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-325.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-325.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Replacement-Blades/77144da2-50c4-4a93-bad0-e739564735d7_Stanley%c2%ae-FatMax%c2%ae-Snap-Off-Blades/11-725_STANLEY%c2%ae-FATMAX%c2%ae-Snap-Off-Blades-25-mm-%e2%80%93-5-Pack/,Cutting Tools,Replacement Blades,STANLEY® FATMAX® Snap-Off Blades 25 mm – 5 Pack,11-725,Stanley,"{'Blade Thickness [in]': '0.020', 'Blade Length [in]': '5-1/2', 'Style': 'Snap-Off', 'Number of Points': '7', 'Number of Blades': '5'}",,"Induction hardened for 50% longer life*. *Based on average values in comparison to standard Stanley® snap-off blades.|Ideal for cutting drywall, styrofoam, insulation, foam backed carpet, reinforced carpet, linoleum, cork, tar paper, house wrap.|Fits all Stanley® 25 mm snap-off knives.|Fits Olfa® H-series snap-off knives. OLFA® is a registered trademark of OLFA® Corporation.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-725_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-725_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-725_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-725_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-725_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-725_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-725.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-725.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-725.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Replacement-Blades/77144da2-50c4-4a93-bad0-e739564735d7_Stanley%c2%ae-FatMax%c2%ae-Snap-Off-Blades/11-725L_STANLEY%c2%ae-FATMAX%c2%ae-Snap-Off-Blades-25-mm-%e2%80%93-20-Pack/,Cutting Tools,Replacement Blades,STANLEY® FATMAX® Snap-Off Blades 25 mm – 20 Pack,11-725L,Stanley,"{'Blade Thickness [in]': '0.020', 'Blade Length [in]': '5-1/2', 'Style': 'Snap-Off', 'Number of Points': '7', 'Number of Blades': '20'}",,"Induction hardened for 50% longer life*. *Based on average values in comparison to standard Stanley® snap-off blades.|Ideal for cutting drywall, Styrofoam, insulation, foam backed carpet, reinforced carpet, linoleum, cork, tar paper, house wrap.|Fits all Stanley® 25 mm snap-off knives.|Fits Olfa® H-series snap-off knives. OLFA® is a registered trademark of OLFA® Corporation.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-725L_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-725L_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-725L_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-725L_IP.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-725L_IP.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-725L_IP.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Replacement-Blades/77144da2-50c4-4a93-bad0-e739564735d7_Stanley%c2%ae-FatMax%c2%ae-Snap-Off-Blades/11-718T_STANLEY%c2%ae-FATMAX%c2%ae-Snap-Off-Blades-18-mm-%e2%80%93-10-Pack/,Cutting Tools,Replacement Blades,STANLEY® FATMAX® Snap-Off Blades 18 mm – 10 Pack,11-718T,Stanley,"{'Blade Thickness [in]': '0.020', 'Blade Length [in]': '4-1/4', 'Style': 'Snap-Off', 'Number of Points': '8', 'Number of Blades': '10'}",,"Induction hardened for 25% longer life*. *Based on average values in comparison to standard Stanley® snap-off blades.|Ideal for cutting drywall, Styrofoam, insulation, foam backed carpet, reinforced carpet, linoleum, cork, tar paper, house wrap.|Fits all Stanley® 18 mm snap-off knives.|Fits Olfa® L-series snap-off knives. OLFA® is a registered trademark of OLFA® Corporation.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-718T_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-718T_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-718T_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-718T_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-718T_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-718T_2.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-718T.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-718T.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-718T.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-718T_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-718T_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-718T_1.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Replacement-Blades/76d6bdb0-f282-4bfa-a545-5652408f4dcf_Stanley%c2%ae-Heavy-Duty-Quick-Point%e2%84%a2-Snap-Off-Blades/11-325T_STANLEY%c2%ae-Heavy-Duty-Quick-Point%e2%84%a2-Snap-Off-Blades-25-mm-with-Dispenser-%e2%80%93-10-Pack/,Cutting Tools,Replacement Blades,STANLEY® Heavy-Duty Quick-Point™ Snap-Off Blades 25 mm with Dispenser – 10 Pack,11-325T,Stanley,"{'Blade Thickness [in]': '0.027', 'Blade Length [in]': '5-7/16', 'Style': 'Snap-Off', 'Number of Points': '7', 'Material': 'High Carbon Steel', 'Number of Blades': '10', 'For use on': '10-425'}",,"Replacement blade for the Stanley® 1"" snap-off knife (10-425).|Fits most 25 mm snap-off blade knives.|Blade made of high carbon steel.|Blade sections snap-off providing fresh, sharp cutting points.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-325T_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-325T_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-325T_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-325T_02.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-325T_02.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-325T_02.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-325.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-325.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-325.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-325T.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-325T.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-325T.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Replacement-Blades/77144da2-50c4-4a93-bad0-e739564735d7_Stanley%c2%ae-FatMax%c2%ae-Snap-Off-Blades/11-718L_STANLEY%c2%ae-FATMAX%c2%ae-Snap-Off-Blades-18-mm-%e2%80%93-20-Pack/,Cutting Tools,Replacement Blades,STANLEY® FATMAX® Snap-Off Blades 18 mm – 20 Pack,11-718L,Stanley,"{'Blade Thickness [in]': '0.020', 'Blade Length [in]': '4-1/4', 'Style': 'Snap-Off', 'Number of Points': '8', 'Number of Blades': '20'}",,"Induction hardened for 25% longer life*. *Based on average values in comparison to standard Stanley® snap-off blades.|Ideal for cutting drywall, Styrofoam, insulation, foam backed carpet, reinforced carpet, linoleum, cork, tar paper, house wrap.|Fits all Stanley® 18 mm snap-off knives.|Fits Olfa® L-series snap-off knives. OLFA® is a registered trademark of OLFA® Corporation.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-718L_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-718L_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-718L_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-718.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-718.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-718.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Replacement-Blades/0c4bf8f3-483c-4830-aa9e-bbff7466afb2_STANLEY%c2%ae-Carpet-Knife-Blades/11-530_STANLEY%c2%ae-Heavy-Duty-Carpet-Knife-Blades-(Bulk)-%e2%80%93-100-Pack/,Cutting Tools,Replacement Blades,STANLEY® Heavy-Duty Carpet Knife Blades (Bulk) – 100 Pack,11-530,Stanley,"{'Blade Thickness [in]': '0.017', 'Blade Length [in]': '2-1/4', 'Style': 'Heavy-Duty', 'Material': 'High Carbon Steel', 'Number of Blades': '100', 'For use on': '10-525'}",,High carbon steel blade with double cutting edge.|Fits STANLEY® and most other carpet knives.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-530.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-530.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-530.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Replacement-Blades/11-031_STANLEY%c2%ae-Mitey-Knife%c2%ae-Blade-%e2%80%93-3-Pack/,Cutting Tools,Replacement Blades,STANLEY® Mitey-Knife® Blade – 3 Pack,11-031,Stanley,,,Blade made of high carbon steel.|Precision honed edge.|Blade fits Mighty-Knife® products.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-031.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-031.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-031.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Replacement-Blades/77144da2-50c4-4a93-bad0-e739564735d7_Stanley%c2%ae-FatMax%c2%ae-Snap-Off-Blades/11-718_STANLEY%c2%ae-FATMAX%c2%ae-Snap-Off-Blades-18-mm-%e2%80%93-5-Pack/,Cutting Tools,Replacement Blades,STANLEY® FATMAX® Snap-Off Blades 18 mm – 5 Pack,11-718,Stanley,"{'Blade Thickness [in]': '0.020', 'Blade Length [in]': '4-1/4', 'Style': 'Snap-Off', 'Number of Points': '8', 'Number of Blades': '5'}",,"Induction hardened for 25% longer life*. *Based on average values in comparison to standard Stanley® snap-off blades.|Ideal for cutting drywall, styrofoam, insulation, foam backed carpet, reinforced carpet, linoleum, cork, tar paper, house wrap.|Fits all Stanley® 18 mm snap-off knives.|Fits Olfa® L-series snap-off knives. OLFA® is a registered trademark of OLFA® Corporation.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-718_02.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-718_02.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-718_02.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-718_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-718_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-718_2.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-718_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-718_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-718_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-718.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-718.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-718.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-718_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-718_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-718_1.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Replacement-Blades/6c15f754-2e30-4d4b-9cbd-e2c04ff65980_STANLEY%c2%ae-Large-Hook-Blades/11-983L_STANLEY%c2%ae-Large-Hook-Blades-with-Dispenser-%e2%80%93-50-Pack/,Cutting Tools,Replacement Blades,STANLEY® Large Hook Blades with Dispenser – 50 Pack,11-983L,Stanley,"{'Blade Thickness [in]': '0.024', 'Blade Length [in]': '1-7/8', 'Style': 'Hook', 'Material': 'High Carbon Steel', 'Number of Blades': '50'}",,"Blade made of high carbon steel.|Blade shape helps prevent damage to surface beneath the material being cut.|Blade is used for cutting and trimming roofing materials, linoleum, carpet, fabric and sheet materials.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-983L.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-983L.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-983L.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Replacement-Blades/6c15f754-2e30-4d4b-9cbd-e2c04ff65980_STANLEY%c2%ae-Large-Hook-Blades/11-983A_STANLEY%c2%ae-Large-Hook-Blades-with-Dispenser-%e2%80%93-100-Pack/,Cutting Tools,Replacement Blades,STANLEY® Large Hook Blades with Dispenser – 100 Pack,11-983A,Stanley,"{'Blade Thickness [in]': '0.024', 'Blade Length [in]': '1-7/8', 'Style': 'Hook', 'Material': 'High Carbon Steel', 'Number of Blades': '100', 'For use on': '10-789, 10-778, 10-788, 10-779, 10-499, 10-989, 10-707, 10-079, 10-179, 10-099, 10-175, 10-016, 10-780, 10-399, 10-705, 10-209, 10-299, 10-804, 10-189C, 10-855, 10-810, 10-813'}",,"Blade made of high carbon steel.|Blade shape helps prevent damage to surface beneath the material being cut.|Blade is used for cutting and trimming roofing materials, linoleum, carpet, fabric and sheet materials.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-983_02.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-983_02.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-983_02.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Replacement-Blades/6c15f754-2e30-4d4b-9cbd-e2c04ff65980_STANLEY%c2%ae-Large-Hook-Blades/11-983_STANLEY%c2%ae-Large-Hook-Blades-%e2%80%93-5-Pack/,Cutting Tools,Replacement Blades,STANLEY® Large Hook Blades – 5 Pack,11-983,Stanley,"{'Blade Thickness [in]': '0.024', 'Blade Length [in]': '1-7/8', 'Style': 'Hook', 'Material': 'High Carbon Steel', 'Number of Blades': '5', 'For use on': '10-789, 10-778, 10-788, 10-779, 10-499, 10-989, 10-707, 10-079, 10-179, 10-099, 10-175, 10-016, 10-780, 10-399, 10-705, 10-209, 10-299, 10-804, 10-189C, 10-855, 10-810, 10-813'}",,"Blade made of high carbon steel.|Blade shape helps prevent damage to surface beneath the material being cut.|Blade is used for cutting and trimming roofing materials, linoleum, carpet, fabric and sheet materials.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-983.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-983.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-983.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Replacement-Blades/8377c38f-a038-472e-a485-32ae18cd1f00_STANLEY%c2%ae-Roofing-Hook-Utility-Blades/11-939_STANLEY%c2%ae-Roofing-Hook-Utility-Blades-%e2%80%93-5-Pack/,Cutting Tools,Replacement Blades,STANLEY® Roofing Hook Utility Blades – 5 Pack,11-939,Stanley,"{'Blade Thickness [in]': '0.032', 'Blade Length [in]': '1-7/8', 'Style': 'Hook', 'Material': 'High Carbon Steel', 'Number of Blades': '5'}",,"Edge is engineered to withstand the rigors of cutting today’s heavier and thicker roofing materials.|75% stronger than STANLEY® 11-983 Hook Blade, resulting in fewer blade changes.|Cuts roofing shingles, felt paper, Tyvek®, foam board, insulation, shingles and other building materials.|Designed for use in fixed blade knives only.|“ROOF” callout is laser etched on blade to prevent accidental mixing with standard blades.|Blade made of high carbon steel.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-939_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-939_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-939_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-939.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-939.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-939.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Replacement-Blades/a8f579a3-9262-4793-b11f-9df6b7fc52d2_Stanley%c2%ae-Blade-Disposal-Containers/11-081_STANLEY%c2%ae-Blade-Disposal-Container-Kit/,Cutting Tools,Replacement Blades,STANLEY® Blade Disposal Container Kit,11-081,Stanley,{'Color': 'Yellow/White'},,"High impact, puncture-resistant container.|Snap-on lid locks tight for safety and is tethered to the container.|Container can be placed on a flat surface or fixed to a wall with the metal rack.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-081.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-081.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-081.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Replacement-Blades/bc2f2d89-2550-46c4-ab4f-ae915d7b1621_Stanley%c2%ae-Quick-Point%e2%84%a2-Snap-Off-Blades/11-300_STANLEY%c2%ae-Quick-Point%e2%84%a2-Snap-Off-Blades-9-mm-%e2%80%93-3-Pack/,Cutting Tools,Replacement Blades,STANLEY® Quick-Point™ Snap-Off Blades 9 mm – 3 Pack,11-300,Stanley,"{'Blade Thickness [in]': '0.017', 'Blade Length [in]': '3-1/4', 'Style': 'Snap-Off', 'Number of Points': '13', 'Material': 'High Carbon Steel', 'Number of Blades': '3'}",,"Blade made of high carbon steel.|Blade sections snap off providing fresh, sharp cutting points.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-300_02.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-300_02.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-300_02.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-300.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-300.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-300.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-300T.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-300T.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-300T.png'}]"
